payment_id,invoice_id,customer_id,payment_date,amount,payment_method,currency,created_at
a1214c70-1fb0-4f6b-83ab-c70545a6d5ff,d5559a33-4dd9-4a3c-aacb-c25b6328b627,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-03-10,1199.0,Check,USD,2021-03-07
7b00a265-ed9c-4977-91ab-b2050fd3105b,131c85e2-c20f-4c65-828d-4dc1a98ae28f,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-04-29,1199.0,ACH,USD,2021-04-27
1f13a3c6-ce36-4c7a-92c4-d919e2ee99ff,69187955-f53e-450b-8560-e8c21d35523d,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-05-19,1199.0,Credit Card,USD,2021-05-31
3c8fbafb-289f-4e6a-841b-8898962eb64a,c324b824-b185-47af-9109-bd6a22ec1788,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-06-21,1199.0,Wire,USD,2021-07-03
1a8861d3-a79b-4a30-b264-c7584b635206,fc3e3c7f-9dde-46bf-9758-61fc637d0eec,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-07-30,1199.0,ACH,USD,2021-07-23
eb2dc272-62c8-4050-94bc-c4921cb5c77f,c7859116-ba5d-4289-ab26-29180389e2eb,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-08-13,1199.0,Wire,USD,2021-08-09
fc5a70e8-6661-405c-951d-2279e835011d,768f38c0-fcd0-40ce-9177-63fbc62cfe68,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-09-19,1199.0,Check,USD,2021-09-30
5cd1486a-c50a-4a48-82ab-1806c5bf10c6,13d7ed03-2e4e-4d88-a641-7a6f6a8bc05d,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-11-24,1199.0,Credit Card,USD,2021-11-28
50737eba-1afe-4583-96d2-31c987a66534,0b905023-465b-402a-bade-bf619d0eab8c,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2021-12-08,1199.0,Check,USD,2021-12-15
a390e044-7a17-4e35-843a-70388452a44f,6932a336-a481-4c6b-9f2b-2864001f0859,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-01-13,1199.0,Check,USD,2022-01-14
fe10a009-06c1-4e82-aab9-11632ca9bd24,a17d6e79-4a80-4f7f-81a3-044d6c90040e,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-02-15,1199.0,Check,USD,2022-03-02
c54437fc-5fe1-4512-a562-7158537ddbeb,18b71cc8-655f-473c-851c-fe1e4feaf4ac,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-03-19,1199.0,Wire,USD,2022-03-28
73cab6be-c65d-4e7a-b8f3-51df6a3ba04c,d20f69cb-5451-449d-9ff0-87bce250f38d,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-06-19,1199.0,Wire,USD,2022-07-01
43cfbb0e-3ba3-4b42-911f-bab29f265427,9177405a-a5de-412d-be46-f08e09b757cb,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-09-24,1199.0,ACH,USD,2022-09-11
7e8c418e-547c-4822-9f95-5e4cc84bf841,8a7b7973-0c46-499f-9a2d-53e4d15fd977,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2022-11-18,1199.0,Check,USD,2022-11-28
fdcf71f1-bebe-460e-8e5c-d0f5256bbf3c,9054cb63-145c-466e-865e-bbdfcf928067,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2023-01-08,1199.0,Credit Card,USD,2023-01-29
d8b8ca88-9829-4abc-a73e-db8fbe03f867,3095824d-788f-405e-8f2f-3a2968714053,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2023-02-10,1199.0,Wire,USD,2023-02-23
485af21f-32b9-4e1d-83d0-b6f694431da2,1121eb0a-70f9-4cc7-82e0-d09956d51a9f,49fe403a-b3c9-4076-ac86-06cc4ab5b11a,2023-03-19,1199.0,Check,USD,2023-03-13
