line_id,invoice_id,product_id,description,quantity,unit_price,discount_pct,line_total
9ff7b0a5-c4d2-495d-ba4d-c535d3883247,8b2b5d6b-1979-4f8d-a8f5-90d6ba2edaac,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- March 2021,1,599.0,0.0,599.0
07f501ca-5cf5-47c4-8728-48d29a256aaa,95c79b76-0a8a-402c-9c2b-7591c3c790e3,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- April 2021,1,599.0,0.0,599.0
453bcb6e-6b92-4270-a4d7-5f185407d60c,94319833-1290-4a06-8b11-461c9e769eef,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- May 2021,1,599.0,0.0,599.0
a84e81d1-bc92-4c68-8d76-9c3b1a001ac6,76a53ddb-1340-4412-bc50-3553431ac54d,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- June 2021,1,599.0,0.0,599.0
d5f72fda-8a84-44c5-ae1a-b601d4a534bf,2070d37d-96e9-4c8b-944c-cd2fa850e19e,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- July 2021,1,599.0,0.0,599.0
eadfe419-cf6c-4912-9974-f8a251a4f1dd,bcec1211-329e-4378-9e83-889ae65455b2,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- August 2021,1,599.0,0.0,599.0
85f5043b-c040-4085-903b-b6e35691e47d,21f1beb9-6785-48c2-bd3a-870e255df012,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- September 2021,1,599.0,0.0,599.0
77716d51-5221-41d7-9dbb-8df2e2f3c849,7138595c-ecfb-44d7-a838-8c3a310b1697,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- October 2021,1,599.0,0.0,599.0
91c5e749-b885-4e5f-959f-80ee0614d3bd,85f5c339-b066-4d8a-9366-ad1152eccb61,54e7afe9-2bc5-4dca-9416-b1820582daf3,PRO -- NOVEMBER 2021,1,599.0,0.0,599.0
701769de-19dc-4040-b70d-4f273dd11a5c,0dcd2275-d5d8-4430-88f8-203fc9206002,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- December 2021,1,599.0,0.0,599.0
1a1a6582-1f99-4ede-8622-5bbbc341c102,ef9ee827-404c-4499-966d-a7c64b8fb03b,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- January 2022,1,599.0,0.0,599.0
520770fe-2189-4ab0-b772-4abdae611d24,4d234329-aec5-444f-821d-e4f81030c7c0,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- February 2022,1,599.0,0.0,599.0
180c2f1b-38f9-44d7-8636-4b21320d4f70,23a62fc8-19a6-4ce0-83ba-52e3ccd36938,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- March 2022,1,599.0,0.0,599.0
519fe119-b31b-4dd1-a62b-173d8e84d5cb,b1c9868d-39fd-4416-a3db-92def4ea1272,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- April 2022,1,599.0,0.0,599.0
52f19397-a982-4837-8bb8-e2a0a65026da,3f23b7f4-4ee3-4785-8f25-3887e6d656c6,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- May 2022,1,599.0,0.0,599.0
2962f02a-c121-4fbd-a205-0e5ad3194942,d97378c7-29fd-487d-a584-dc95d4c5362f,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- June 2022,1,599.0,0.0,599.0
04455f9f-9f90-42f3-89ed-21b2192e603b,e6d56626-0437-455e-bdad-ba489a3f7529,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- July 2022,1,599.0,0.0,599.0
e346f7c1-26c5-40ac-bdee-5ffead77296e,5c49c785-0264-473a-afc1-dc36918c8702,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- August 2022,1,599.0,0.0,599.0
987a13da-a061-4733-bb44-9443830727da,a646bd2b-5fef-4f3d-aae8-4e35cee41c72,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- September 2022,1,599.0,0.0,599.0
c56033ef-5990-4297-b72f-66dfa363bece,0649f70f-2d05-4c9d-9945-082e3330719c,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- October 2022,1,599.0,0.0,599.0
5aae52a8-d66f-40b2-a167-25d6e1440293,b8abda3b-2d47-4cb9-bb80-3564b9dd55e3,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- November 2022,1,599.0,0.0,599.0
05e14279-dd8f-49eb-8e36-8096af36d320,79cfce1f-9cf9-495a-a368-ae8dd94ce316,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro -- December 2022,1,599.0,0.0,599.0
